slug,card_name,id,num_copies,url_ering,valid_ering,url_efnet,scraped
dark-scorpion-meanae-the-thorn,Dark Scorpion - Meanae the Thorn,74153887,3,https://edisonrul.ing/cards/d/dark-scorpion-meanae-the-thorn.html,True,https://edisonformat.net/card?name=Dark%20Scorpion%20-%20Meanae%20the%20Thorn,False
dark-simorgh,Dark Simorgh,11366199,3,https://edisonrul.ing/cards/d/dark-simorgh.html,True,https://edisonformat.net/card?name=Dark%20Simorgh,False
dark-snake-syndrome,Dark Snake Syndrome,47233801,3,https://edisonrul.ing/cards/d/dark-snake-syndrome.html,True,https://edisonformat.net/card?name=Dark%20Snake%20Syndrome,False
dark-spider,Dark Spider,81759748,3,https://edisonrul.ing/cards/d/dark-spider.html,True,https://edisonformat.net/card?name=Dark%20Spider,False
dark-spirit-art-greed,Dark Spirit Art - Greed,38167722,3,https://edisonrul.ing/cards/d/dark-spirit-art-greed.html,True,https://edisonformat.net/card?name=Dark%20Spirit%20Art%20-%20Greed,False
dark-spirit-of-the-silent,Dark Spirit of the Silent,93599951,3,https://edisonrul.ing/cards/d/dark-spirit-of-the-silent.html,True,https://edisonformat.net/card?name=Dark%20Spirit%20of%20the%20Silent,False
dark-tinker,Dark Tinker,76614003,3,https://edisonrul.ing/cards/d/dark-tinker.html,True,https://edisonformat.net/card?name=Dark%20Tinker,False
dark-titan-of-terror,Dark Titan of Terror,89494469,3,https://edisonrul.ing/cards/d/dark-titan-of-terror.html,False,https://edisonformat.net/card?name=Dark%20Titan%20of%20Terror,False
dark-valkyria,Dark Valkyria,83269557,3,https://edisonrul.ing/cards/d/dark-valkyria.html,True,https://edisonformat.net/card?name=Dark%20Valkyria,False
dark-verger,Dark Verger,50164989,3,https://edisonrul.ing/cards/d/dark-verger.html,True,https://edisonformat.net/card?name=Dark%20Verger,False
dark-voltanis,Dark Voltanis,65282484,3,https://edisonrul.ing/cards/d/dark-voltanis.html,False,https://edisonformat.net/card?name=Dark%20Voltanis,False
dark-witch,Dark Witch,35565537,3,https://edisonrul.ing/cards/d/dark-witch.html,False,https://edisonformat.net/card?name=Dark%20Witch,False
dark-world-dealings,Dark World Dealings,74117290,3,https://edisonrul.ing/cards/d/dark-world-dealings.html,False,https://edisonformat.net/card?name=Dark%20World%20Dealings,False
dark-world-grimoire,Dark World Grimoire,61623148,3,https://edisonrul.ing/cards/d/dark-world-grimoire.html,True,https://edisonformat.net/card?name=Dark%20World%20Grimoire,False
dark-world-lightning,Dark World Lightning,93554166,3,https://edisonrul.ing/cards/d/dark-world-lightning.html,True,https://edisonformat.net/card?name=Dark%20World%20Lightning,False
dark-zebra,Dark Zebra,59784896,3,https://edisonrul.ing/cards/d/dark-zebra.html,False,https://edisonformat.net/card?name=Dark%20Zebra,False
darkbishop-archfiend,Darkbishop Archfiend,35798491,3,https://edisonrul.ing/cards/d/darkbishop-archfiend.html,True,https://edisonformat.net/card?name=Darkbishop%20Archfiend,False
darkblaze-dragon,Darkblaze Dragon,39343610,3,https://edisonrul.ing/cards/d/darkblaze-dragon.html,True,https://edisonformat.net/card?name=Darkblaze%20Dragon,False
darkfire-dragon,Darkfire Dragon,17881964,3,https://edisonrul.ing/cards/d/darkfire-dragon.html,False,https://edisonformat.net/card?name=Darkfire%20Dragon,False
darkfire-soldier-1,Darkfire Soldier #1,5388481,3,https://edisonrul.ing/cards/d/darkfire-soldier-1.html,False,https://edisonformat.net/card?name=Darkfire%20Soldier%201,False
darkfire-soldier-2,Darkfire Soldier #2,78861134,3,https://edisonrul.ing/cards/d/darkfire-soldier-2.html,False,https://edisonformat.net/card?name=Darkfire%20Soldier,False
darklord-marie,Darklord Marie,57579381,3,https://edisonrul.ing/cards/d/darklord-marie.html,False,https://edisonformat.net/card?name=Darklord%20Marie,False
darklord-nurse-reficule,Darklord Nurse Reficule,67316075,3,https://edisonrul.ing/cards/d/darklord-nurse-reficule.html,False,https://edisonformat.net/card?name=Darklord%20Nurse%20Reficule,False
darklord-zerato,Darklord Zerato,40921744,3,https://edisonrul.ing/cards/d/darklord-zerato.html,False,https://edisonformat.net/card?name=Darklord%20Zerato,False
darkness-approaches,Darkness Approaches,80168720,3,https://edisonrul.ing/cards/d/darkness-approaches.html,True,https://edisonformat.net/card?name=Darkness%20Approaches,False
darknight-parshath,Darknight Parshath,76925842,3,https://edisonrul.ing/cards/d/darknight-parshath.html,False,https://edisonformat.net/card?name=Darknight%20Parshath,False
darksea-float,Darksea Float,70054514,3,https://edisonrul.ing/cards/d/darksea-float.html,True,https://edisonformat.net/card?name=Darksea%20Float,False
darksea-rescue,Darksea Rescue,34659866,3,https://edisonrul.ing/cards/d/darksea-rescue.html,True,https://edisonformat.net/card?name=Darksea%20Rescue,False
darkworld-thorns,Darkworld Thorns,43500484,3,https://edisonrul.ing/cards/d/darkworld-thorns.html,False,https://edisonformat.net/card?name=Darkworld%20Thorns,False
dawnbreak-gardna,Dawnbreak Gardna,57549932,3,https://edisonrul.ing/cards/d/dawnbreak-gardna.html,True,https://edisonformat.net/card?name=Dawnbreak%20Gardna,False
dd-assailant,D.D. Assailant,70074904,3,https://edisonrul.ing/cards/d/dd-assailant.html,False,https://edisonformat.net/card?name=DD%20Assailant,False
dd-borderline,D.D. Borderline,60912752,3,https://edisonrul.ing/cards/d/dd-borderline.html,False,https://edisonformat.net/card?name=DD%20Borderline,False
dd-crazy-beast,D.D. Crazy Beast,48148828,3,https://edisonrul.ing/cards/d/dd-crazy-beast.html,True,https://edisonformat.net/card?name=DD%20Crazy%20Beast,False
dd-crow,D.D. Crow,24508238,3,https://edisonrul.ing/cards/d/dd-crow.html,False,https://edisonformat.net/card?name=DD%20Crow,False
dd-designator,D.D. Designator,33423043,3,https://edisonrul.ing/cards/d/dd-designator.html,True,https://edisonformat.net/card?name=DD%20Designator,False
dd-dynamite,D.D. Dynamite,8628798,3,https://edisonrul.ing/cards/d/dd-dynamite.html,True,https://edisonformat.net/card?name=DD%20Dynamite,False
dd-guide,D.D. Guide,52702748,3,https://edisonrul.ing/cards/d/dd-guide.html,False,https://edisonformat.net/card?name=DD%20Guide,False
dd-scout-plane,D.D. Scout Plane,3773196,3,https://edisonrul.ing/cards/d/dd-scout-plane.html,True,https://edisonformat.net/card?name=DD%20Scout%20Plane,False
dd-survivor,D.D. Survivor,48092532,3,https://edisonrul.ing/cards/d/dd-survivor.html,True,https://edisonformat.net/card?name=DD%20Survivor,False
dd-trainer,D.D. Trainer,86498013,3,https://edisonrul.ing/cards/d/dd-trainer.html,False,https://edisonformat.net/card?name=DD%20Trainer,False
dd-trap-hole,D.D. Trap Hole,5606466,3,https://edisonrul.ing/cards/d/dd-trap-hole.html,False,https://edisonformat.net/card?name=DD%20Trap%20Hole,False
dd-warrior,D.D. Warrior,37043180,3,https://edisonrul.ing/cards/d/dd-warrior.html,False,https://edisonformat.net/card?name=DD%20Warrior,False
dd-warrior-lady,D.D. Warrior Lady,7572887,3,https://edisonrul.ing/cards/d/dd-warrior-lady.html,True,https://edisonformat.net/card?name=DD%20Warrior%20Lady,False
ddm-different-dimension-master,D.D.M. - Different Dimension Master,82112775,3,https://edisonrul.ing/cards/d/ddm-different-dimension-master.html,False,https://edisonformat.net/card?name=DDM%20-%20Different%20Dimension%20Master,False
ddr-different-dimension-reincarnation,D.D.R. - Different Dimension Reincarnation,9622164,3,https://edisonrul.ing/cards/d/ddr-different-dimension-reincarnation.html,False,https://edisonformat.net/card?name=DDR%20-%20Different%20Dimension%20Reincarnation,False
de-fusion,De-Fusion,95286165,3,https://edisonrul.ing/cards/d/de-fusion.html,True,https://edisonformat.net/card?name=De-Fusion,False
de-spell,De-Spell,19159413,3,https://edisonrul.ing/cards/d/de-spell.html,False,https://edisonformat.net/card?name=De-Spell,False
de-synchro,De-Synchro,32441317,3,https://edisonrul.ing/cards/d/de-synchro.html,True,https://edisonformat.net/card?name=De-Synchro,False
deal-of-phantom,Deal of Phantom,69122763,3,https://edisonrul.ing/cards/d/deal-of-phantom.html,False,https://edisonformat.net/card?name=Deal%20of%20Phantom,False
debris-dragon,Debris Dragon,14943837,3,https://edisonrul.ing/cards/d/debris-dragon.html,True,https://edisonformat.net/card?name=Debris%20Dragon,False
decayed-commander,Decayed Commander,10209545,3,https://edisonrul.ing/cards/d/decayed-commander.html,True,https://edisonformat.net/card?name=Decayed%20Commander,False
deck-devastation-virus,Deck Devastation Virus,35027493,3,https://edisonrul.ing/cards/d/deck-devastation-virus.html,True,https://edisonformat.net/card?name=Deck%20Devastation%20Virus,False
deck-lockdown,Deck Lockdown,1149109,3,https://edisonrul.ing/cards/d/deck-lockdown.html,True,https://edisonformat.net/card?name=Deck%20Lockdown,False
decoy-dragon,Decoy Dragon,2732323,3,https://edisonrul.ing/cards/d/decoy-dragon.html,True,https://edisonformat.net/card?name=Decoy%20Dragon,False
decoyroid,Decoyroid,25034083,3,https://edisonrul.ing/cards/d/decoyroid.html,False,https://edisonformat.net/card?name=Decoyroid,False
dedication-through-light-and-darkness,Dedication through Light and Darkness,69542930,3,https://edisonrul.ing/cards/d/dedication-through-light-and-darkness.html,True,https://edisonformat.net/card?name=Dedication%20through%20Light%20and%20Darkness,False
deep-diver,Deep Diver,17559367,3,https://edisonrul.ing/cards/d/deep-diver.html,False,https://edisonformat.net/card?name=Deep%20Diver,False
deep-sea-diva,Deep Sea Diva,78868119,3,https://edisonrul.ing/cards/d/deep-sea-diva.html,False,https://edisonformat.net/card?name=Deep%20Sea%20Diva,False
deepsea-macrotrema,Deepsea Macrotrema,13314457,3,https://edisonrul.ing/cards/d/deepsea-macrotrema.html,False,https://edisonformat.net/card?name=Deepsea%20Macrotrema,False
deepsea-shark,Deepsea Shark,28593363,3,https://edisonrul.ing/cards/d/deepsea-shark.html,False,https://edisonformat.net/card?name=Deepsea%20Shark,False
deepsea-warrior,Deepsea Warrior,24128274,3,https://edisonrul.ing/cards/d/deepsea-warrior.html,True,https://edisonformat.net/card?name=Deepsea%20Warrior,False
defender-the-magical-knight,"Defender, the Magical Knight",2525268,3,https://edisonrul.ing/cards/d/defender-the-magical-knight.html,False,https://edisonformat.net/card?name=Defender%20the%20Magical%20Knight,False
defense-draw,Defense Draw,24268052,3,https://edisonrul.ing/cards/d/defense-draw.html,True,https://edisonformat.net/card?name=Defense%20Draw,False
defensive-tactics,Defensive Tactics,28877100,3,https://edisonrul.ing/cards/d/defensive-tactics.html,False,https://edisonformat.net/card?name=Defensive%20Tactics,False
degenerate-circuit,Degenerate Circuit,36995273,3,https://edisonrul.ing/cards/d/degenerate-circuit.html,False,https://edisonformat.net/card?name=Degenerate%20Circuit,False
dekoichi-the-battlechanted-locomotive,Dekoichi the Battlechanted Locomotive,87621407,3,https://edisonrul.ing/cards/d/dekoichi-the-battlechanted-locomotive.html,True,https://edisonformat.net/card?name=Dekoichi%20the%20Battlechanted%20Locomotive,False
delta-attacker,Delta Attacker,39719977,3,https://edisonrul.ing/cards/d/delta-attacker.html,True,https://edisonformat.net/card?name=Delta%20Attacker,False
delta-crow-anti-reverse,Delta Crow - Anti Reverse,59839761,3,https://edisonrul.ing/cards/d/delta-crow-anti-reverse.html,True,https://edisonformat.net/card?name=Delta%20Crow%20-%20Anti%20Reverse,False
demise-king-of-armageddon,"Demise, King of Armageddon",72426662,2,https://edisonrul.ing/cards/d/demise-king-of-armageddon.html,True,https://edisonformat.net/card?name=Demise%20King%20of%20Armageddon,False
demise-of-the-land,Demise of the Land,48934760,3,https://edisonrul.ing/cards/d/demise-of-the-land.html,True,https://edisonformat.net/card?name=Demise%20of%20the%20Land,False
demotion,Demotion,72575145,3,https://edisonrul.ing/cards/d/demotion.html,True,https://edisonformat.net/card?name=Demotion,False
depth-amulet,Depth Amulet,8279188,3,https://edisonrul.ing/cards/d/depth-amulet.html,True,https://edisonformat.net/card?name=Depth%20Amulet,False
des-counterblow,Des Counterblow,39131963,3,https://edisonrul.ing/cards/d/des-counterblow.html,True,https://edisonformat.net/card?name=Des%20Counterblow,False
des-croaking,Des Croaking,44883830,3,https://edisonrul.ing/cards/d/des-croaking.html,True,https://edisonformat.net/card?name=Des%20Croaking,False
des-dendle,Des Dendle,12965761,3,https://edisonrul.ing/cards/d/des-dendle.html,True,https://edisonformat.net/card?name=Des%20Dendle,False
des-feral-imp,Des Feral Imp,81985784,3,https://edisonrul.ing/cards/d/des-feral-imp.html,True,https://edisonformat.net/card?name=Des%20Feral%20Imp,False
des-frog,Des Frog,84451804,3,https://edisonrul.ing/cards/d/des-frog.html,True,https://edisonformat.net/card?name=Des%20Frog,False
des-kangaroo,Des Kangaroo,78613627,3,https://edisonrul.ing/cards/d/des-kangaroo.html,True,https://edisonformat.net/card?name=Des%20Kangaroo,False
des-koala,Des Koala,69579761,3,https://edisonrul.ing/cards/d/des-koala.html,True,https://edisonformat.net/card?name=Des%20Koala,False
des-lacooda,Des Lacooda,2326738,3,https://edisonrul.ing/cards/d/des-lacooda.html,False,https://edisonformat.net/card?name=Des%20Lacooda,False
des-mosquito,Des Mosquito,33695750,3,https://edisonrul.ing/cards/d/des-mosquito.html,False,https://edisonformat.net/card?name=Des%20Mosquito,False
des-volstgalph,Des Volstgalph,81059524,3,https://edisonrul.ing/cards/d/des-volstgalph.html,False,https://edisonformat.net/card?name=Des%20Volstgalph,False
des-wombat,Des Wombat,9637706,3,https://edisonrul.ing/cards/d/des-wombat.html,True,https://edisonformat.net/card?name=Des%20Wombat,False
descending-lost-star,Descending Lost Star,42079445,3,https://edisonrul.ing/cards/d/descending-lost-star.html,True,https://edisonformat.net/card?name=Descending%20Lost%20Star,False
desert-protector,Desert Protector,38981606,3,https://edisonrul.ing/cards/d/desert-protector.html,True,https://edisonformat.net/card?name=Desert%20Protector,False
desert-sunlight,Desert Sunlight,93747864,3,https://edisonrul.ing/cards/d/desert-sunlight.html,True,https://edisonformat.net/card?name=Desert%20Sunlight,False
desert-twister,Desert Twister,81977953,3,https://edisonrul.ing/cards/d/desert-twister.html,True,https://edisonformat.net/card?name=Desert%20Twister,False
desertapir,Desertapir,13409151,3,https://edisonrul.ing/cards/d/desertapir.html,True,https://edisonformat.net/card?name=Desertapir,False
despair-from-the-dark,Despair from the Dark,71200730,3,https://edisonrul.ing/cards/d/despair-from-the-dark.html,True,https://edisonformat.net/card?name=Despair%20from%20the%20Dark,False
desrook-archfiend,Desrook Archfiend,72192100,3,https://edisonrul.ing/cards/d/desrook-archfiend.html,True,https://edisonformat.net/card?name=Desrook%20Archfiend,False
destiny-board,Destiny Board,94212438,3,https://edisonrul.ing/cards/d/destiny-board.html,True,https://edisonformat.net/card?name=Destiny%20Board,False
destiny-draw,Destiny Draw,45809008,1,https://edisonrul.ing/cards/d/destiny-draw.html,False,https://edisonformat.net/card?name=Destiny%20Draw,False
destiny-end-dragoon,Destiny End Dragoon,76263644,3,https://edisonrul.ing/cards/d/destiny-end-dragoon.html,True,https://edisonformat.net/card?name=Destiny%20End%20Dragoon,False
destiny-hero-blade-master,Destiny HERO - Blade Master,55461064,3,https://edisonrul.ing/cards/d/destiny-hero-blade-master.html,False,https://edisonformat.net/card?name=Destiny%20HERO%20-%20Blade%20Master,False
destiny-hero-captain-tenacious,Destiny HERO - Captain Tenacious,77608643,3,https://edisonrul.ing/cards/d/destiny-hero-captain-tenacious.html,True,https://edisonformat.net/card?name=Destiny%20HERO%20-%20Captain%20Tenacious,False
destiny-hero-dasher,Destiny HERO - Dasher,81866673,3,https://edisonrul.ing/cards/d/destiny-hero-dasher.html,True,https://edisonformat.net/card?name=Destiny%20HERO%20-%20Dasher,False
destiny-hero-defender,Destiny HERO - Defender,54749427,3,https://edisonrul.ing/cards/d/destiny-hero-defender.html,True,https://edisonformat.net/card?name=Destiny%20HERO%20-%20Defender,False
destiny-hero-departed,Destiny HERO - Departed,39829561,3,https://edisonrul.ing/cards/d/destiny-hero-departed.html,True,https://edisonformat.net/card?name=Destiny%20HERO%20-%20Departed,False
destiny-hero-diamond-dude,Destiny HERO - Diamond Dude,13093792,3,https://edisonrul.ing/cards/d/destiny-hero-diamond-dude.html,True,https://edisonformat.net/card?name=Destiny%20HERO%20-%20Diamond%20Dude,False
destiny-hero-dogma,Destiny HERO - Dogma,17132130,3,https://edisonrul.ing/cards/d/destiny-hero-dogma.html,True,https://edisonformat.net/card?name=Destiny%20HERO%20-%20Dogma,False
destiny-hero-doom-lord,Destiny HERO - Doom Lord,41613948,3,https://edisonrul.ing/cards/d/destiny-hero-doom-lord.html,True,https://edisonformat.net/card?name=Destiny%20HERO%20-%20Doom%20Lord,False
destiny-hero-double-dude,Destiny HERO - Double Dude,28355718,3,https://edisonrul.ing/cards/d/destiny-hero-double-dude.html,True,https://edisonformat.net/card?name=Destiny%20HERO%20-%20Double%20Dude,False
destiny-hero-dread-servant,Destiny HERO - Dread Servant,36625827,3,https://edisonrul.ing/cards/d/destiny-hero-dread-servant.html,True,https://edisonformat.net/card?name=Destiny%20HERO%20-%20Dread%20Servant,False
destiny-hero-dreadmaster,Destiny HERO - Dreadmaster,40591390,3,https://edisonrul.ing/cards/d/destiny-hero-dreadmaster.html,True,https://edisonformat.net/card?name=Destiny%20HERO%20-%20Dreadmaster,False
destiny-hero-dunker,Destiny HERO - Dunker,93431862,3,https://edisonrul.ing/cards/d/destiny-hero-dunker.html,False,https://edisonformat.net/card?name=Destiny%20HERO%20-%20Dunker,False
destiny-hero-fear-monger,Destiny HERO - Fear Monger,80744121,3,https://edisonrul.ing/cards/d/destiny-hero-fear-monger.html,True,https://edisonformat.net/card?name=Destiny%20HERO%20-%20Fear%20Monger,False
destiny-hero-malicious,Destiny HERO - Malicious,09411399,2,https://edisonrul.ing/cards/d/destiny-hero-malicious.html,True,https://edisonformat.net/card?name=Destiny%20HERO%20-%20Malicious,False
destiny-hero-plasma,Destiny HERO - Plasma,83965310,3,https://edisonrul.ing/cards/d/destiny-hero-plasma.html,True,https://edisonformat.net/card?name=Destiny%20HERO%20-%20Plasma,False
destiny-mirage,Destiny Mirage,15294090,3,https://edisonrul.ing/cards/d/destiny-mirage.html,False,https://edisonformat.net/card?name=Destiny%20Mirage,False
destiny-signal,Destiny Signal,35464895,3,https://edisonrul.ing/cards/d/destiny-signal.html,False,https://edisonformat.net/card?name=Destiny%20Signal,False
destroyer-golem,Destroyer Golem,73481154,3,https://edisonrul.ing/cards/d/destroyer-golem.html,False,https://edisonformat.net/card?name=Destroyer%20Golem,False
destroyersaurus,Destroyersaurus,80186010,3,https://edisonrul.ing/cards/d/destroyersaurus.html,False,https://edisonformat.net/card?name=Destroyersaurus,False
destruct-potion,Destruct Potion,18739764,3,https://edisonrul.ing/cards/d/destruct-potion.html,False,https://edisonformat.net/card?name=Destruct%20Potion,False
destruction-cyclone,Destruction Cyclone,59235795,3,https://edisonrul.ing/cards/d/destruction-cyclone.html,True,https://edisonformat.net/card?name=Destruction%20Cyclone,False
destruction-jammer,Destruction Jammer,98956134,3,https://edisonrul.ing/cards/d/destruction-jammer.html,True,https://edisonformat.net/card?name=Destruction%20Jammer,False
destruction-of-destiny,Destruction of Destiny,62980542,3,https://edisonrul.ing/cards/d/destruction-of-destiny.html,True,https://edisonformat.net/card?name=Destruction%20of%20Destiny,False
destruction-punch,Destruction Punch,5616412,3,https://edisonrul.ing/cards/d/destruction-punch.html,True,https://edisonformat.net/card?name=Destruction%20Punch,False
destruction-ring,Destruction Ring,21219755,3,https://edisonrul.ing/cards/d/destruction-ring.html,True,https://edisonformat.net/card?name=Destruction%20Ring,False
destructive-draw,Destructive Draw,77859858,3,https://edisonrul.ing/cards/d/destructive-draw.html,True,https://edisonformat.net/card?name=Destructive%20Draw,False
destructotron,Destructotron,11232355,3,https://edisonrul.ing/cards/d/destructotron.html,True,https://edisonformat.net/card?name=Destructotron,False
detonate,Detonate,89086566,3,https://edisonrul.ing/cards/d/detonate.html,False,https://edisonformat.net/card?name=Detonate,False
detonator-circle-a,"Detonator Circle ""A""",20985997,3,https://edisonrul.ing/cards/d/detonator-circle-a.html,False,https://edisonformat.net/card?name=Detonator%20Circle%20A,False
dharc-the-dark-charmer,Dharc the Dark Charmer,19327348,3,https://edisonrul.ing/cards/d/dharc-the-dark-charmer.html,False,https://edisonformat.net/card?name=Dharc%20the%20Dark%20Charmer,False
dharma-cannon,Dharma Cannon,96967123,3,https://edisonrul.ing/cards/d/dharma-cannon.html,False,https://edisonformat.net/card?name=Dharma%20Cannon,False
diabolos-king-of-the-abyss,"Diabolos, King of the Abyss",29424328,3,https://edisonrul.ing/cards/d/diabolos-king-of-the-abyss.html,True,https://edisonformat.net/card?name=Diabolos%20King%20of%20the%20Abyss,False
diamond-dust-cyclone,Diamond-Dust Cyclone,19980975,3,https://edisonrul.ing/cards/d/diamond-dust-cyclone.html,True,https://edisonformat.net/card?name=Diamond-Dust%20Cyclone,False
dian-keto-the-cure-master,Dian Keto the Cure Master,84257640,3,https://edisonrul.ing/cards/d/dian-keto-the-cure-master.html,False,https://edisonformat.net/card?name=Dian%20Keto%20the%20Cure%20Master,False
dice-jar,Dice Jar,3549275,3,https://edisonrul.ing/cards/d/dice-jar.html,False,https://edisonformat.net/card?name=Dice%20Jar,False
dice-re-roll,Dice Re-Roll,83241722,3,https://edisonrul.ing/cards/d/dice-re-roll.html,True,https://edisonformat.net/card?name=Dice%20Re-Roll,False
dice-try,Dice Try!,59905358,3,https://edisonrul.ing/cards/d/dice-try.html,True,https://edisonformat.net/card?name=Dice%20Try,False
different-dimension-capsule,Different Dimension Capsule,11961740,3,https://edisonrul.ing/cards/d/different-dimension-capsule.html,True,https://edisonformat.net/card?name=Different%20Dimension%20Capsule,False
different-dimension-dragon,Different Dimension Dragon,50939127,3,https://edisonrul.ing/cards/d/different-dimension-dragon.html,True,https://edisonformat.net/card?name=Different%20Dimension%20Dragon,False
different-dimension-gate,Different Dimension Gate,56460688,3,https://edisonrul.ing/cards/d/different-dimension-gate.html,True,https://edisonformat.net/card?name=Different%20Dimension%20Gate,False
diffusion-wave-motion,Diffusion Wave-Motion,87880531,3,https://edisonrul.ing/cards/d/diffusion-wave-motion.html,True,https://edisonformat.net/card?name=Diffusion%20Wave-Motion,False
dig-beak,Dig Beak,29948642,3,https://edisonrul.ing/cards/d/dig-beak.html,False,https://edisonformat.net/card?name=Dig%20Beak,False
dimension-distortion,Dimension Distortion,95194279,3,https://edisonrul.ing/cards/d/dimension-distortion.html,True,https://edisonformat.net/card?name=Dimension%20Distortion,False
dimension-explosion,Dimension Explosion,1896112,3,https://edisonrul.ing/cards/d/dimension-explosion.html,True,https://edisonformat.net/card?name=Dimension%20Explosion,False
dimension-fortress-weapon,Dimension Fortress Weapon,1596508,3,https://edisonrul.ing/cards/d/dimension-fortress-weapon.html,True,https://edisonformat.net/card?name=Dimension%20Fortress%20Weapon,False
dimension-jar,Dimension Jar,73414375,3,https://edisonrul.ing/cards/d/dimension-jar.html,True,https://edisonformat.net/card?name=Dimension%20Jar,False
dimension-wall,Dimension Wall,67095270,3,https://edisonrul.ing/cards/d/dimension-wall.html,True,https://edisonformat.net/card?name=Dimension%20Wall,False
dimensional-alchemist,Dimensional Alchemist,36733451,3,https://edisonrul.ing/cards/d/dimensional-alchemist.html,True,https://edisonformat.net/card?name=Dimensional%20Alchemist,False
dimensional-fissure,Dimensional Fissure,81674782,3,https://edisonrul.ing/cards/d/dimensional-fissure.html,True,https://edisonformat.net/card?name=Dimensional%20Fissure,False
dimensional-inversion,Dimensional Inversion,98666339,3,https://edisonrul.ing/cards/d/dimensional-inversion.html,True,https://edisonformat.net/card?name=Dimensional%20Inversion,False
dimensional-prison,Dimensional Prison,70342110,3,https://edisonrul.ing/cards/d/dimensional-prison.html,True,https://edisonformat.net/card?name=Dimensional%20Prison,False
dimensionhole,Dimensionhole,22959079,3,https://edisonrul.ing/cards/d/dimensionhole.html,True,https://edisonformat.net/card?name=Dimensionhole,False
disappear,Disappear,24623598,3,https://edisonrul.ing/cards/d/disappear.html,True,https://edisonformat.net/card?name=Disappear,False
disarm,Disarm,26834022,3,https://edisonrul.ing/cards/d/disarm.html,True,https://edisonformat.net/card?name=Disarm,False
disarmament,Disarmament,20727787,3,https://edisonrul.ing/cards/d/disarmament.html,True,https://edisonformat.net/card?name=Disarmament,False
disc-fighter,Disc Fighter,19612721,3,https://edisonrul.ing/cards/d/disc-fighter.html,True,https://edisonformat.net/card?name=Disc%20Fighter,False
disciple-of-the-forbidden-spell,Disciple of the Forbidden Spell,15595052,3,https://edisonrul.ing/cards/d/disciple-of-the-forbidden-spell.html,True,https://edisonformat.net/card?name=Disciple%20of%20the%20Forbidden%20Spell,False
discord,Discord,46480475,3,https://edisonrul.ing/cards/d/discord.html,True,https://edisonformat.net/card?name=Discord,False
disenchanter,Disenchanter,76137614,3,https://edisonrul.ing/cards/d/disenchanter.html,False,https://edisonformat.net/card?name=Disenchanter,False
disk-magician,Disk Magician,76446915,3,https://edisonrul.ing/cards/d/disk-magician.html,False,https://edisonformat.net/card?name=Disk%20Magician,False
diskblade-rider,Diskblade Rider,41113025,3,https://edisonrul.ing/cards/d/diskblade-rider.html,True,https://edisonformat.net/card?name=Diskblade%20Rider,False
dissolverock,Dissolverock,40826495,3,https://edisonrul.ing/cards/d/dissolverock.html,False,https://edisonformat.net/card?name=Dissolverock,False
disturbance-strategy,Disturbance Strategy,77561728,3,https://edisonrul.ing/cards/d/disturbance-strategy.html,True,https://edisonformat.net/card?name=Disturbance%20Strategy,False
divine-dragon-aquabizarre,Divine Dragon Aquabizarre,67964209,3,https://edisonrul.ing/cards/d/divine-dragon-aquabizarre.html,True,https://edisonformat.net/card?name=Divine%20Dragon%20Aquabizarre,False
divine-dragon-excelion,Divine Dragon - Excelion,10032958,3,https://edisonrul.ing/cards/d/divine-dragon-excelion.html,True,https://edisonformat.net/card?name=Divine%20Dragon%20-%20Excelion,False
divine-dragon-ragnarok,Divine Dragon Ragnarok,62113340,3,https://edisonrul.ing/cards/d/divine-dragon-ragnarok.html,False,https://edisonformat.net/card?name=Divine%20Dragon%20Ragnarok,False
divine-grace-northwemko,Divine Grace - Northwemko,61757117,3,https://edisonrul.ing/cards/d/divine-grace-northwemko.html,True,https://edisonformat.net/card?name=Divine%20Grace%20-%20Northwemko,False
divine-knight-ishzark,Divine Knight Ishzark,57902462,3,https://edisonrul.ing/cards/d/divine-knight-ishzark.html,False,https://edisonformat.net/card?name=Divine%20Knight%20Ishzark,False
divine-sword-phoenix-blade,Divine Sword - Phoenix Blade,31423101,3,https://edisonrul.ing/cards/d/divine-sword-phoenix-blade.html,False,https://edisonformat.net/card?name=Divine%20Sword%20-%20Phoenix%20Blade,False
divine-wrath,Divine Wrath,49010598,3,https://edisonrul.ing/cards/d/divine-wrath.html,True,https://edisonformat.net/card?name=Divine%20Wrath,False
djinn-cursenchanter-of-rituals,Djinn Cursenchanter of Rituals,77153811,3,https://edisonrul.ing/cards/d/djinn-cursenchanter-of-rituals.html,False,https://edisonformat.net/card?name=Djinn%20Cursenchanter%20of%20Rituals,False
djinn-disserere-of-rituals,Djinn Disserere of Rituals,30492798,3,https://edisonrul.ing/cards/d/djinn-disserere-of-rituals.html,False,https://edisonformat.net/card?name=Djinn%20Disserere%20of%20Rituals,False
djinn-presider-of-rituals,Djinn Presider of Rituals,34358408,3,https://edisonrul.ing/cards/d/djinn-presider-of-rituals.html,True,https://edisonformat.net/card?name=Djinn%20Presider%20of%20Rituals,False
djinn-prognosticator-of-rituals,Djinn Prognosticator of Rituals,4141820,3,https://edisonrul.ing/cards/d/djinn-prognosticator-of-rituals.html,True,https://edisonformat.net/card?name=Djinn%20Prognosticator%20of%20Rituals,False
